"","sample_id","sample_date","nutrient","rollmean"
"59","Q1",1988-08-24,"k",0.76
"60","Q1",1988-08-24,"k",0.76
"61","Q1",1988-08-24,"k",0.76
"62","Q1",1988-08-30,"k",0.76
"63","Q1",1988-09-06,"k",0.76
"64","Q1",1988-09-13,"k",0.755384615384615
"65","Q1",1988-09-20,"k",0.748333333333333
"66","Q1",1988-09-27,"k",0.76
"67","Q1",1988-10-04,"k",0.77
"68","Q1",1988-10-11,"k",0.7925
"69","Q1",1988-10-18,"k",0.8175
"70","Q1",1988-10-25,"k",0.83125
"71","Q1",1988-11-01,"k",0.845
"72","Q1",1988-11-07,"k",0.85625
"73","Q1",1988-11-15,"k",0.89375
"74","Q1",1988-11-22,"k",0.897777777777778
"75","Q1",1988-11-29,"k",0.903333333333333
"76","Q1",1988-12-06,"k",0.833333333333333
"77","Q1",1988-12-13,"k",0.844444444444444
"78","Q1",1988-12-20,"k",0.844444444444444
"79","Q1",1988-12-27,"k",0.855555555555556
"80","Q1",1989-01-03,"k",0.874444444444444
"81","Q1",1989-01-10,"k",0.888888888888889
"82","Q1",1989-01-17,"k",0.858888888888889
"83","Q1",1989-01-24,"k",0.85
"84","Q1",1989-01-31,"k",0.851111111111111
"85","Q1",1989-02-07,"k",0.917777777777778
"86","Q1",1989-02-14,"k",0.908888888888889
"87","Q1",1989-02-21,"k",0.886666666666667
"88","Q1",1989-02-28,"k",0.867777777777778
"89","Q1",1989-03-07,"k",0.848888888888889
"90","Q1",1989-03-09,"k",0.848888888888889
"91","Q1",1989-03-14,"k",0.836666666666667
"92","Q1",1989-03-14,"k",0.836666666666667
"93","Q1",1989-03-21,"k",0.836666666666667
"94","Q1",1989-03-28,"k",0.84
"95","Q1",1989-04-04,"k",0.836666666666667
"96","Q1",1989-04-11,"k",0.854444444444444
"97","Q1",1989-04-18,"k",0.854444444444444
"98","Q1",1989-04-25,"k",0.862222222222222
"99","Q1",1989-05-02,"k",0.872222222222222
"100","Q1",1989-05-09,"k",0.936666666666667
"101","Q1",1989-05-16,"k",0.934444444444444
"102","Q1",1989-05-23,"k",0.937777777777778
"103","Q1",1989-05-30,"k",0.932222222222222
"104","Q1",1989-06-06,"k",0.93
"105","Q1",1989-06-13,"k",0.933333333333333
"106","Q1",1989-06-20,"k",0.947777777777778
"107","Q1",1989-06-27,"k",0.957777777777778
"108","Q1",1989-07-05,"k",0.962222222222222
"109","Q1",1989-07-11,"k",0.916666666666667
"110","Q1",1989-07-18,"k",0.934444444444444
"111","Q1",1989-07-26,"k",0.944444444444444
"112","Q1",1989-08-01,"k",0.952222222222222
"113","Q1",1989-08-08,"k",0.95
"114","Q1",1989-08-15,"k",0.937777777777778
"115","Q1",1989-08-22,"k",0.934444444444444
"116","Q1",1989-08-29,"k",0.995
"117","Q1",1989-09-05,"k",1.02454545454545
"118","Q1",1989-09-12,"k",1.01727272727273
"119","Q1",1989-09-20,"k",1.02272727272727
"120","Q1",1989-09-22,"k",1.02272727272727
"121","Q1",1989-09-26,"k",1.04909090909091
"122","Q1",1989-09-26,"k",1.04909090909091
"123","Q1",1989-10-03,"k",1.07909090909091
"124","Q1",1989-10-05,"k",1.07909090909091
"125","Q1",1989-10-10,"k",1.27416666666667
"126","Q1",1989-10-17,"k",1.30916666666667
"127","Q1",1989-10-24,"k",1.32083333333333
"128","Q1",1989-10-31,"k",1.29909090909091
"129","Q1",1989-11-07,"k",1.287
"130","Q1",1989-11-08,"k",1.287
"131","Q1",1989-11-14,"k",1.279
"132","Q1",1989-11-21,"k",1.255
"133","Q1",1989-11-28,"k",1.232
"134","Q1",1989-12-05,"k",1.407
"135","Q1",1989-12-12,"k",1.19222222222222
"136","Q1",1989-12-19,"k",1.15555555555556
"137","Q1",1989-12-26,"k",1.14666666666667
"138","Q1",1990-01-02,"k",1.15666666666667
"139","Q1",1990-01-09,"k",1.17333333333333
"140","Q1",1990-01-16,"k",1.20111111111111
"141","Q1",1990-01-23,"k",1.24666666666667
"142","Q1",1990-01-30,"k",1.26888888888889
"143","Q1",1990-02-06,"k",1.04222222222222
"144","Q1",1990-02-13,"k",1.18666666666667
"145","Q1",1990-02-20,"k",1.21888888888889
"146","Q1",1990-02-27,"k",1.23444444444444
"147","Q1",1990-03-06,"k",1.23555555555556
"148","Q1",1990-03-13,"k",1.23333333333333
"149","Q1",1990-03-20,"k",1.21777777777778
"150","Q1",1990-03-27,"k",1.40923076923077
"151","Q1",1990-04-03,"k",1.40384615384615
"152","Q1",1990-04-10,"k",1.44928571428571
"153","Q1",1990-04-17,"k",1.37
"154","Q1",1990-04-24,"k",1.35928571428571
"155","Q1",1990-04-25,"k",1.35928571428571
"156","Q1",1990-04-25,"k",1.35928571428571
"157","Q1",1990-04-25,"k",1.35928571428571
"158","Q1",1990-04-26,"k",1.35928571428571
"159","Q1",1990-05-01,"k",1.36285714285714
"160","Q1",1990-05-08,"k",1.37214285714286
"161","Q1",1990-05-10,"k",1.37214285714286
"162","Q1",1990-05-15,"k",1.38928571428571
"163","Q1",1990-05-22,"k",1.41071428571429
"164","Q1",1990-05-29,"k",1.247
"165","Q1",1990-06-05,"k",1.238
"166","Q1",1990-06-12,"k",1.15888888888889
"167","Q1",1990-06-19,"k",1.13555555555556
"168","Q1",1990-06-26,"k",1.19777777777778
"169","Q1",1990-07-03,"k",1.15555555555556
"170","Q1",1990-07-10,"k",1.12555555555556
"171","Q1",1990-07-17,"k",1.13666666666667
"172","Q1",1990-07-24,"k",1.09444444444444
"173","Q1",1990-07-31,"k",1.03777777777778
"174","Q1",1990-08-07,"k",1.01333333333333
"175","Q1",1990-08-14,"k",0.983333333333333
"176","Q1",1990-08-21,"k",0.967777777777778
"177","Q1",1990-08-28,"k",0.868888888888889
"178","Q1",1990-09-04,"k",0.884444444444444
"179","Q1",1990-09-11,"k",0.894444444444444
"180","Q1",1990-09-18,"k",0.847777777777778
"181","Q1",1990-09-25,"k",0.857777777777778
"182","Q1",1990-10-02,"k",0.903333333333333
"183","Q1",1990-10-09,"k",0.932222222222222
"184","Q1",1990-10-16,"k",0.955555555555556
"185","Q1",1990-10-23,"k",0.962222222222222
"186","Q1",1990-10-30,"k",0.977777777777778
"187","Q1",1990-11-06,"k",1.007
"188","Q1",1990-11-13,"k",1.09181818181818
"189","Q1",1990-11-20,"k",1.07545454545455
"190","Q1",1990-11-27,"k",1.06727272727273
"191","Q1",1990-12-04,"k",1.07090909090909
"192","Q1",1990-12-04,"k",1.07090909090909
"193","Q1",1990-12-11,"k",1.07363636363636
"194","Q1",1990-12-14,"k",1.07363636363636
"195","Q1",1990-12-18,"k",1.05727272727273
"196","Q1",1990-12-25,"k",1.04090909090909
"197","Q1",1990-12-31,"k",1.02454545454545
"198","Q1",1991-01-08,"k",0.983
"199","Q1",1991-01-15,"k",0.856666666666667
"200","Q1",1991-01-22,"k",0.904444444444444
"201","Q1",1991-01-29,"k",0.904444444444444
"202","Q1",1991-02-05,"k",0.845555555555556
"203","Q1",1991-02-12,"k",0.814444444444444
"204","Q1",1991-02-19,"k",0.816666666666667
"205","Q1",1991-02-26,"k",0.821111111111111
"206","Q1",1991-03-05,"k",0.818888888888889
"207","Q1",1991-03-12,"k",0.812222222222222
"208","Q1",1991-03-19,"k",0.823333333333333
"209","Q1",1991-03-22,"k",0.823333333333333
"210","Q1",1991-03-26,"k",0.802222222222222
"211","Q1",1991-04-02,"k",0.793333333333333
"212","Q1",1991-04-09,"k",0.814444444444444
"213","Q1",1991-04-15,"k",0.833333333333333
"214","Q1",1991-04-23,"k",0.842222222222222
"215","Q1",1991-04-30,"k",0.868
"216","Q1",1991-05-07,"k",0.885
"217","Q1",1991-05-14,"k",0.923
"218","Q1",1991-05-21,"k",0.92
"219","Q1",1991-05-28,"k",0.919
"220","Q1",1991-05-31,"k",0.919
"221","Q1",1991-06-01,"k",0.958
"222","Q1",1991-06-04,"k",0.958
"223","Q1",1991-06-11,"k",0.958
"224","Q1",1991-06-18,"k",0.914
"225","Q1",1991-06-25,"k",0.85
"226","Q1",1991-07-02,"k",0.82
"227","Q1",1991-07-09,"k",0.81
"228","Q1",1991-07-16,"k",0.764444444444444
"229","Q1",1991-07-23,"k",0.755555555555556
"230","Q1",1991-07-30,"k",0.822
"231","Q1",1991-08-06,"k",0.8
"232","Q1",1991-08-13,"k",0.967
"233","Q1",1991-08-20,"k",1.012
"234","Q1",1991-08-27,"k",1.086
"235","Q1",1991-08-27,"k",1.086
"236","Q1",1991-09-03,"k",1.114
"237","Q1",1991-09-10,"k",1.142
"238","Q1",1991-09-17,"k",1.165
"239","Q1",1991-09-24,"k",1.165
"240","Q1",1991-10-01,"k",1.11555555555556
"241","Q1",1991-10-08,"k",1.20090909090909
"242","Q1",1991-10-15,"k",1.08909090909091
"243","Q1",1991-10-22,"k",1.1225
"244","Q1",1991-10-29,"k",1.14083333333333
"245","Q1",1991-11-05,"k",1.15166666666667
"246","Q1",1991-11-07,"k",1.15166666666667
"247","Q1",1991-11-08,"k",1.15166666666667
"248","Q1",1991-11-12,"k",1.14166666666667
"249","Q1",1991-11-18,"k",1.14833333333333
"250","Q1",1991-11-22,"k",1.14076923076923
"251","Q1",1991-11-26,"k",1.17
"252","Q1",1991-12-03,"k",1.2
"253","Q1",1991-12-10,"k",1.159
"254","Q1",1991-12-17,"k",1.144
"255","Q1",1991-12-23,"k",1.185
"256","Q1",1991-12-30,"k",1.15666666666667
"257","Q1",1992-01-07,"k",1.22
"258","Q1",1992-01-14,"k",1.225
"259","Q1",1992-01-21,"k",1.221
"260","Q1",1992-01-28,"k",1.215
"261","Q1",1992-02-04,"k",1.219
"262","Q1",1992-02-06,"k",1.219
"263","Q1",1992-02-11,"k",1.194
"264","Q1",1992-02-18,"k",1.186
"265","Q1",1992-02-25,"k",1.152
"266","Q1",1992-03-03,"k",1.179
"267","Q1",1992-03-10,"k",1.07222222222222
"268","Q1",1992-03-17,"k",1.07111111111111
"269","Q1",1992-03-24,"k",1.11111111111111
"270","Q1",1992-04-01,"k",1.05
"271","Q1",1992-04-07,"k",1.04333333333333
"272","Q1",1992-04-14,"k",1.03333333333333
"273","Q1",1992-04-21,"k",1.01333333333333
"274","Q1",1992-04-28,"k",1.05111111111111
"275","Q1",1992-05-05,"k",1.02666666666667
"276","Q1",1992-05-12,"k",1.05444444444444
"277","Q1",1992-05-19,"k",1.07444444444444
"278","Q1",1992-05-26,"k",1.03111111111111
"279","Q1",1992-06-02,"k",1.11
"280","Q1",1992-06-09,"k",1.11777777777778
"281","Q1",1992-06-16,"k",1.15666666666667
"282","Q1",1992-06-23,"k",1.17555555555556
"283","Q1",1992-06-30,"k",1.15666666666667
"284","Q1",1992-07-07,"k",1.13111111111111
"285","Q1",1992-07-14,"k",1.14555555555556
"286","Q1",1992-07-21,"k",1.13222222222222
"287","Q1",1992-07-28,"k",1.14666666666667
"288","Q1",1992-08-04,"k",1.13
"289","Q1",1992-08-11,"k",1.13333333333333
"290","Q1",1992-08-18,"k",1.13777777777778
"291","Q1",1992-08-25,"k",1.13444444444444
"292","Q1",1992-09-01,"k",1.11444444444444
"293","Q1",1992-09-08,"k",1.09666666666667
"294","Q1",1992-09-15,"k",1.11222222222222
"295","Q1",1992-09-22,"k",1.08777777777778
"296","Q1",1992-09-29,"k",1.06555555555556
"297","Q1",1992-10-06,"k",1.07
"298","Q1",1992-10-13,"k",1.06333333333333
"299","Q1",1992-10-20,"k",0.957777777777778
"300","Q1",1992-10-27,"k",0.966666666666667
"301","Q1",1992-11-03,"k",0.987777777777778
"302","Q1",1992-11-10,"k",1
"303","Q1",1992-11-17,"k",0.904444444444444
"304","Q1",1992-11-24,"k",0.946666666666667
"305","Q1",1992-12-01,"k",0.962222222222222
"306","Q1",1992-12-08,"k",1.00666666666667
"307","Q1",1992-12-15,"k",1.01
"308","Q1",1992-12-22,"k",1.09111111111111
"309","Q1",1992-12-22,"k",1.09111111111111
"310","Q1",1992-12-22,"k",1.09111111111111
"311","Q1",1992-12-29,"k",1.09555555555556
"312","Q1",1993-01-05,"k",1.08222222222222
"313","Q1",1993-01-12,"k",1.07555555555556
"314","Q1",1993-01-19,"k",1.15111111111111
"315","Q1",1993-01-26,"k",1.11333333333333
"316","Q1",1993-02-02,"k",1.13444444444444
"317","Q1",1993-02-09,"k",1.09666666666667
"318","Q1",1993-02-16,"k",1.08111111111111
"319","Q1",1993-02-23,"k",1.07111111111111
"320","Q1",1993-03-02,"k",1.10222222222222
"321","Q1",1993-03-09,"k",1.12
"322","Q1",1993-03-16,"k",1.15111111111111
"323","Q1",1993-03-23,"k",1.20333333333333
"324","Q1",1993-03-30,"k",1.19555555555556
"325","Q1",1993-04-06,"k",1.17444444444444
"326","Q1",1993-04-13,"k",1.17222222222222
"327","Q1",1993-04-20,"k",1.18
"328","Q1",1993-04-27,"k",1.24555555555556
"329","Q1",1993-05-04,"k",1.23333333333333
"330","Q1",1993-05-11,"k",1.22
"331","Q1",1993-05-18,"k",1.18888888888889
"332","Q1",1993-05-25,"k",1.14
"333","Q1",1993-06-01,"k",1.17888888888889
"334","Q1",1993-06-08,"k",1.15777777777778
"335","Q1",1993-06-15,"k",1.15555555555556
"336","Q1",1993-06-22,"k",1.13888888888889
"337","Q1",1993-06-29,"k",1.07333333333333
"338","Q1",1993-07-06,"k",1.04555555555556
"339","Q1",1993-07-13,"k",1.01888888888889
"340","Q1",1993-07-20,"k",1.03777777777778
"341","Q1",1993-07-27,"k",1.02222222222222
"342","Q1",1993-08-03,"k",1.00666666666667
"343","Q1",1993-08-10,"k",1.00333333333333
"344","Q1",1993-08-17,"k",1.05111111111111
"345","Q1",1993-08-24,"k",1.06222222222222
"346","Q1",1993-08-31,"k",1.05777777777778
"347","Q1",1993-09-07,"k",1.05555555555556
"348","Q1",1993-09-14,"k",1.09333333333333
"349","Q1",1993-09-21,"k",1.12222222222222
"350","Q1",1993-09-28,"k",1.13
"351","Q1",1993-10-05,"k",1.11
"352","Q1",1993-10-13,"k",1.12111111111111
"353","Q1",1993-10-19,"k",1.12222222222222
"354","Q1",1993-10-26,"k",1.17333333333333
"355","Q1",1993-11-02,"k",1.17444444444444
"356","Q1",1993-11-09,"k",1.14777777777778
"357","Q1",1993-11-16,"k",1.12777777777778
"358","Q1",1993-11-23,"k",1.11333333333333
"359","Q1",1993-11-30,"k",1.12555555555556
"360","Q1",1993-12-07,"k",1.17777777777778
"361","Q1",1993-12-14,"k",1.18
"362","Q1",1993-12-21,"k",1.10777777777778
"363","Q1",1993-12-28,"k",1.04222222222222
"364","Q1",1994-01-04,"k",1.03333333333333
"365","Q1",1994-01-11,"k",1.06111111111111
"366","Q1",1994-01-18,"k",1.03555555555556
"367","Q1",1994-01-25,"k",1.04222222222222
"368","Q1",1994-02-01,"k",1.04777777777778
"369","Q1",1994-02-08,"k",1.00444444444444
"370","Q1",1994-02-15,"k",1.00555555555556
"371","Q1",1994-02-22,"k",1.03
"372","Q1",1994-03-01,"k",1.03555555555556
"373","Q1",1994-03-08,"k",1.03444444444444
"374","Q1",1994-03-15,"k",1.02666666666667
"375","Q1",1994-03-22,"k",1.06555555555556
"376","Q1",1994-03-29,"k",1.02666666666667
"377","Q1",1994-04-05,"k",0.991111111111111
"378","Q1",1994-04-12,"k",1.03555555555556
"379","Q1",1994-04-19,"k",1.05111111111111
"380","Q1",1994-04-26,"k",1.05888888888889
"381","Q1",1994-05-03,"k",1.09111111111111
"382","Q1",1994-05-10,"k",1.11333333333333
"383","Q1",1994-05-17,"k",1.13555555555556
"384","Q1",1994-05-24,"k",1.15666666666667
"385","Q1",1994-05-31,"k",1.169
"386","Q1",1994-06-07,"k",1.178
"387","Q1",1994-06-14,"k",1.171
"388","Q1",1994-06-21,"k",1.21
"389","Q1",1994-06-28,"k",1.201
"390","Q1",1994-06-30,"k",1.201
"391","Q1",1994-07-05,"k",1.195
"392","Q1",1994-07-12,"k",1.187
"393","Q1",1994-07-19,"k",1.172
"394","Q1",1994-07-26,"k",1.143
"395","Q1",1994-08-02,"k",1.16777777777778
"396","Q1",1994-08-09,"k",1.25777777777778
"397","Q1",1994-08-16,"k",1.21444444444444
"398","Q1",1994-08-23,"k",1.23777777777778
"399","Q1",1994-08-30,"k",1.21888888888889
"400","Q1",1994-09-06,"k",1.18222222222222
"401","Q1",1994-09-13,"k",1.20111111111111
"402","Q1",1994-09-20,"k",1.18666666666667
"403","Q1",1994-09-27,"k",1.22
"404","Q1",1994-10-04,"k",1.20222222222222
"405","Q1",1994-10-11,"k",1.15444444444444
"406","Q1",1994-10-18,"k",1.19444444444444
"407","Q1",1994-10-25,"k",1.12
"408","Q1",1994-11-01,"k",1.13444444444444
"409","Q1",1994-11-08,"k",1.11333333333333
"410","Q1",1994-11-15,"k",1.08777777777778
"411","Q1",1994-11-22,"k",1.14444444444444
"412","Q1",1994-11-29,"k",1.09888888888889
"413","Q1",1994-12-06,"k",1.085
"414","Q1",1994-12-13,"k",1.04571428571429
"415","Q1",1994-12-20,"k",1.01166666666667
"416","Q1",1994-12-27,"k",1.008
"417","Q2",1988-01-05,"k",0.892
"418","Q2",1988-01-12,"k",0.892
"419","Q2",1988-01-19,"k",0.87625
"420","Q2",1988-01-26,"k",0.872941176470588
"421","Q2",1988-01-29,"k",0.872941176470588
"422","Q2",1988-01-29,"k",0.872941176470588
"423","Q2",1988-01-29,"k",0.872941176470588
"424","Q2",1988-01-29,"k",0.872941176470588
"425","Q2",1988-01-29,"k",0.872941176470588
"426","Q2",1988-01-29,"k",0.872941176470588
"427","Q2",1988-01-29,"k",0.872941176470588
"428","Q2",1988-01-29,"k",0.872941176470588
"429","Q2",1988-02-02,"k",0.867222222222222
"430","Q2",1988-02-02,"k",0.867222222222222
"431","Q2",1988-02-03,"k",0.867222222222222
"432","Q2",1988-02-04,"k",0.867222222222222
"433","Q2",1988-02-09,"k",0.863333333333333
"434","Q2",1988-02-10,"k",0.863333333333333
"435","Q2",1988-02-16,"k",0.860555555555556
"436","Q2",1988-02-23,"k",0.865
"437","Q2",1988-03-01,"k",0.806
"438","Q2",1988-03-08,"k",0.7775
"439","Q2",1988-03-15,"k",0.767777777777778
"440","Q2",1988-03-23,"k",0.782222222222222
"441","Q2",1988-03-29,"k",0.778888888888889
"442","Q2",1988-04-05,"k",0.783333333333333
"443","Q2",1988-04-12,"k",0.839
"444","Q2",1988-04-19,"k",0.842
"445","Q2",1988-04-26,"k",0.827
"446","Q2",1988-05-03,"k",0.813
"447","Q2",1988-05-10,"k",0.807
"448","Q2",1988-05-10,"k",0.807
"449","Q2",1988-05-10,"k",0.807
"450","Q2",1988-05-10,"k",0.807
"451","Q2",1988-05-10,"k",0.807
"452","Q2",1988-05-17,"k",0.807
"453","Q2",1988-05-24,"k",0.803
"454","Q2",1988-05-31,"k",0.795
"455","Q2",1988-06-07,"k",0.797
"456","Q2",1988-06-14,"k",0.737777777777778
"457","Q2",1988-06-21,"k",0.747
"458","Q2",1988-06-28,"k",0.755454545454545
"459","Q2",1988-07-05,"k",0.75
"460","Q2",1988-07-12,"k",0.754545454545455
"461","Q2",1988-07-19,"k",0.77
"462","Q2",1988-07-22,"k",0.77
"463","Q2",1988-07-26,"k",0.794666666666667
"464","Q2",1988-07-26,"k",0.794666666666667
"465","Q2",1988-08-02,"k",0.793333333333333
"466","Q2",1988-08-09,"k",0.784666666666667
"467","Q2",1988-08-16,"k",0.786
"468","Q2",1988-08-23,"k",0.782857142857143
"469","Q2",1988-08-24,"k",0.782857142857143
"470","Q2",1988-08-24,"k",0.782857142857143
"471","Q2",1988-08-24,"k",0.782857142857143
"472","Q2",1988-08-24,"k",0.782857142857143
"473","Q2",1988-08-24,"k",0.782857142857143
"474","Q2",1988-08-30,"k",0.779230769230769
"475","Q2",1988-09-06,"k",0.775384615384615
"476","Q2",1988-09-13,"k",0.776153846153846
"477","Q2",1988-09-20,"k",0.769166666666667
"478","Q2",1988-09-27,"k",0.735
"479","Q2",1988-10-04,"k",0.75
"480","Q2",1988-10-11,"k",0.77
"481","Q2",1988-10-18,"k",0.7825
"482","Q2",1988-10-25,"k",0.78875
"483","Q2",1988-11-01,"k",0.80625
"484","Q2",1988-11-07,"k",0.83625
"485","Q2",1988-11-15,"k",0.8475
"486","Q2",1988-11-22,"k",0.845555555555556
"487","Q2",1988-11-29,"k",0.845555555555556
"488","Q2",1988-12-06,"k",0.856666666666667
"489","Q2",1988-12-13,"k",0.872222222222222
"490","Q2",1988-12-20,"k",0.891111111111111
"491","Q2",1988-12-27,"k",0.906666666666667
"492","Q2",1989-01-03,"k",0.92
"493","Q2",1989-01-10,"k",0.917777777777778
"494","Q2",1989-01-17,"k",0.907777777777778
"495","Q2",1989-01-24,"k",0.911111111111111
"496","Q2",1989-01-31,"k",0.918888888888889
"497","Q2",1989-02-07,"k",0.916666666666667
"498","Q2",1989-02-14,"k",0.901111111111111
"499","Q2",1989-02-21,"k",0.885555555555556
"500","Q2",1989-02-28,"k",0.836666666666667
"501","Q2",1989-03-07,"k",0.827777777777778
"502","Q2",1989-03-09,"k",0.827777777777778
"503","Q2",1989-03-14,"k",0.823333333333333
"504","Q2",1989-03-14,"k",0.823333333333333
"505","Q2",1989-03-21,"k",0.837777777777778
"506","Q2",1989-03-28,"k",0.846666666666667
"507","Q2",1989-04-04,"k",0.854444444444444
"508","Q2",1989-04-11,"k",0.864444444444444
"509","Q2",1989-04-18,"k",0.876666666666667
"510","Q2",1989-04-25,"k",0.875555555555556
"511","Q2",1989-05-02,"k",0.927777777777778
"512","Q2",1989-05-09,"k",0.945555555555556
"513","Q2",1989-05-16,"k",0.937777777777778
"514","Q2",1989-05-23,"k",0.936666666666667
"515","Q2",1989-05-30,"k",0.93
"516","Q2",1989-06-06,"k",0.927777777777778
"517","Q2",1989-06-13,"k",0.941111111111111
"518","Q2",1989-06-20,"k",0.952222222222222
"519","Q2",1989-06-27,"k",0.972222222222222
"520","Q2",1989-07-05,"k",0.973333333333333
"521","Q2",1989-07-11,"k",0.981111111111111
"522","Q2",1989-07-18,"k",0.997777777777778
"523","Q2",1989-07-26,"k",1.00444444444444
"524","Q2",1989-08-01,"k",1.01333333333333
"525","Q2",1989-08-08,"k",1.01666666666667
"526","Q2",1989-08-15,"k",1.00333333333333
"527","Q2",1989-08-22,"k",1.01
"528","Q2",1989-08-29,"k",1.089
"529","Q2",1989-09-05,"k",1.10818181818182
"530","Q2",1989-09-12,"k",1.10818181818182
"531","Q2",1989-09-20,"k",1.13727272727273
"532","Q2",1989-09-22,"k",1.13727272727273
"533","Q2",1989-09-26,"k",1.17181818181818
"534","Q2",1989-09-26,"k",1.17181818181818
"535","Q2",1989-10-03,"k",1.20909090909091
"536","Q2",1989-10-05,"k",1.20909090909091
"537","Q2",1989-10-10,"k",1.38166666666667
"538","Q2",1989-10-17,"k",1.43333333333333
"539","Q2",1989-10-24,"k",1.45333333333333
"540","Q2",1989-10-31,"k",1.42454545454545
"541","Q2",1989-11-07,"k",1.435
"542","Q2",1989-11-08,"k",1.435
"543","Q2",1989-11-14,"k",1.431
"544","Q2",1989-11-21,"k",1.394
"545","Q2",1989-11-28,"k",1.339
"546","Q2",1989-12-05,"k",1.444
"547","Q2",1989-12-12,"k",1.26555555555556
"548","Q2",1989-12-19,"k",1.22111111111111
"549","Q2",1989-12-26,"k",1.20666666666667
"550","Q2",1990-01-02,"k",1.22555555555556
"551","Q2",1990-01-09,"k",1.23888888888889
"552","Q2",1990-01-16,"k",1.26555555555556
"553","Q2",1990-01-23,"k",1.32111111111111
"554","Q2",1990-01-30,"k",1.38222222222222
"555","Q2",1990-02-06,"k",1.24333333333333
"556","Q2",1990-02-13,"k",1.32333333333333
"557","Q2",1990-02-20,"k",1.33888888888889
"558","Q2",1990-02-27,"k",1.33888888888889
"559","Q2",1990-03-06,"k",1.32666666666667
"560","Q2",1990-03-13,"k",1.32666666666667
"561","Q2",1990-03-20,"k",1.29666666666667
"562","Q2",1990-03-27,"k",1.41538461538462
"563","Q2",1990-04-03,"k",1.39307692307692
"564","Q2",1990-04-10,"k",1.41428571428571
"565","Q2",1990-04-17,"k",1.36642857142857
"566","Q2",1990-04-24,"k",1.36
"567","Q2",1990-04-25,"k",1.36
"568","Q2",1990-04-25,"k",1.36
"569","Q2",1990-04-25,"k",1.36
"570","Q2",1990-04-26,"k",1.36
"571","Q2",1990-05-01,"k",1.36357142857143
"572","Q2",1990-05-08,"k",1.37071428571429
"573","Q2",1990-05-10,"k",1.37071428571429
"574","Q2",1990-05-15,"k",1.38357142857143
"575","Q2",1990-05-22,"k",1.39785714285714
"576","Q2",1990-05-29,"k",1.263
"577","Q2",1990-06-05,"k",1.262
"578","Q2",1990-06-12,"k",1.20444444444444
"579","Q2",1990-06-19,"k",1.17222222222222
"580","Q2",1990-06-26,"k",1.17111111111111
"581","Q2",1990-07-03,"k",1.13111111111111
"582","Q2",1990-07-10,"k",1.09888888888889
"583","Q2",1990-07-17,"k",1.08555555555556
